Date,Name,Tweets,USD_EUR
2020-03-17,Emmanuel Macron,"RT @hopital_necker: #OnApplaudit Un grand merci pour les équipes 
Aidez-nous aussi à stopper le virus en appliquant les gestes barrières et…",1.0982
2020-03-17,Emmanuel Macron,RT @Elysee: Bravo pour votre esprit de solidarité.,1.0982
2020-03-16,Emmanuel Macron,Au moment où la situation sanitaire se dégrade fortement et où la pression sur nos hôpitaux et nos soignants s’acce… https://t.co/Ltnkd7dwfr,1.1157
2020-03-16,Emmanuel Macron,Nous devons aux soignants la garde de leurs enfants : un service minimum de garde est en place depuis ce jour dans… https://t.co/Uiqdbb0UJB,1.1157
2020-03-16,Emmanuel Macron,La Nation soutiendra les personnels soignants qui se trouvent en première ligne dans un combat qui va leur demander… https://t.co/Vb4k8miLdt,1.1157
2020-03-16,Emmanuel Macron,Adresse aux Français. https://t.co/V0kwXbU79J,1.1157
2020-03-16,Emmanuel Macron,"Jusqu'à il y a peu de temps, l’épidémie de COVID-19 était peut-être pour certains d’entre vous, une idée lointaine.… https://t.co/aHEOVr8Evb",1.1157
2020-03-16,Emmanuel Macron,"Pour vaincre le COVID-19, dès demain midi et pour 15 jours au moins, nos déplacements seront fortement réduits. https://t.co/9GyWFoTKLI",1.1157
2020-03-16,Emmanuel Macron,"Partout sur le territoire français, en métropole comme outre-mer, seuls doivent demeurer les trajets nécessaires –… https://t.co/8cSPWhQHsD",1.1157
2020-03-16,Emmanuel Macron,"Dans le contexte actuel de l’épidémie du COVID-19 et après avoir consulté le Président du Sénat, le Président de l’… https://t.co/Dt35cQK5CW",1.1157
2020-03-16,Emmanuel Macron,https://t.co/8d08yfg9E2,1.1157
2020-03-16,Emmanuel Macron,Nous sommes en guerre sanitaire contre le COVID-19.,1.1157
2020-03-16,Emmanuel Macron,"Faisons preuve d’esprit solidaire, de sens des responsabilités. https://t.co/oI9tBW5r43",1.1157
2020-03-16,Emmanuel Macron,"Plus nous agirons ensemble, plus nous surmonterons cette épreuve. Hissons-nous à la hauteur du moment. https://t.co/3bOhlXtwbN",1.1157
2020-03-16,Emmanuel Macron,"Face au COVID-19, aucune entreprise, quelle que soit sa taille, ne sera livrée au risque de la faillite ; aucune Fr… https://t.co/A3YYCggiDj",1.1157
2020-03-16,Emmanuel Macron,"Pour les plus précaires, démunis, isolés, nous ferons en sorte, avec les associations et les collectivités locales,… https://t.co/X5CdCT7iga",1.1157
2020-03-16,Emmanuel Macron,"Dès le 17 mars à midi, les frontières à l’entrée de l’espace Schengen seront fermées. Tous les voyages entre les pa… https://t.co/J0SRFZNexN",1.1157
2020-03-16,Emmanuel Macron,Le pays accompagnera les régions les plus touchées par le Covid-19. Un hôpital de campagne du Service de santé des… https://t.co/IkK5GcVw96,1.1157
2020-03-16,Emmanuel Macron,"Nous leur devons aussi sérénité dans leurs déplacements et repos : c’est pourquoi, dès demain, taxis et hôtels pour… https://t.co/ANHXbZVL4D",1.1157
2020-03-16,Emmanuel Macron,"Les réformes en cours sont suspendues, à commencer par celle des retraites. Un projet de loi permettra au gouvernem… https://t.co/oKVSyMPe1G",1.1157
2020-03-16,Emmanuel Macron,"Coordination européenne ce matin avec @vonderleyen, @CharlesMichel et la Chancelière Merkel. Nous travaillons entre… https://t.co/GHkKElk0pW",1.1157
2020-03-16,Emmanuel Macron,"Nous avons décidé de réserver les masques en priorité pour l’hôpital et pour la médecine de ville et de campagne, e… https://t.co/m1jaof0vFl",1.1157
2020-03-13,Emmanuel Macron,"Following my call with @realDonaldTrump and all G7 leaders, we agreed to organize an extraordinary Leaders Summit b… https://t.co/th1aQoAZdM",1.1104
2020-03-13,François Hollande,"Dans cette période exceptionnelle que traverse notre pays, je sais que les Français feront face, dans l’unité et la… https://t.co/cfIekF17YN",1.1104
2020-03-13,Emmanuel Macron,"Après un échange avec @realDonaldTrump et les dirigeants du G7, nous tiendrons un sommet extraordinaire du G7 par v… https://t.co/Ay7MOT9xO9",1.1104
2020-03-12,Emmanuel Macron,"Ne pas rendre visite à nos aînés, est - j’en ai bien conscience - un crève-cœur. C’est pourtant nécessaire, tempora… https://t.co/KoRvYcFjdQ",1.124
2020-03-12,Emmanuel Macron,"Se laver les mains, saluer sans s'embrasser... Ces gestes peuvent paraître anodins. Ils sauvent des vies.",1.124
2020-03-12,Emmanuel Macron,"Covid-19 : nous n'ajouterons pas aux difficultés sanitaires la peur de la faillite pour les entrepreneurs, l'angois… https://t.co/8InqFKLaaP",1.124
2020-03-12,Emmanuel Macron,"De nombreux programmes et essais cliniques sont en cours pour produire des diagnostics rapides, performants, effica… https://t.co/eUuIhkwFMo",1.124
2020-03-12,Emmanuel Macron,"Pour protéger et freiner la propagation du Covid-19 : dès lundi et jusqu’à nouvel ordre, les crèches, les écoles, l… https://t.co/iwNNOHpIgi",1.124
2020-03-12,Emmanuel Macron,"Pour accueillir les cas graves de Covid-19, des places doivent se libérer dans les hôpitaux. Toutes les capacités n… https://t.co/Ibf9U4iOhM",1.124
2020-03-12,Emmanuel Macron,"La France unie, c’est notre meilleur atout dans la période troublée par le Covid-19 que nous traversons. Nous tiendrons. Tous ensemble.",1.124
2020-03-12,Emmanuel Macron,J'ai interrogé nos scientifiques sur les élections municipales : elles pourront se tenir.,1.124
2020-03-12,Emmanuel Macron,"Je demande à toutes les personnes âgées de plus de 70 ans, à celles et ceux qui souffrent de maladies chroniques ou… https://t.co/EcWhJEEK2Y",1.124
2020-03-12,Emmanuel Macron,Reconnaissance de la Nation à nos héros en « blouses blanches ». https://t.co/5uI3pG6YlT,1.124
2020-03-12,Emmanuel Macron,"Le Covid-19 qui affecte tous les continents et frappe tous les pays européens, est la plus grave crise sanitaire qu… https://t.co/tsNgXVO2sQ",1.124
2020-03-12,Emmanuel Macron,"Depuis quelques semaines, notre pays fait face à la propagation d’un virus, le Covid-19, qui a touché plusieurs mil… https://t.co/JoEt8iE0tS",1.124
2020-03-12,Emmanuel Macron,Adresse aux Français. https://t.co/HTCoKtf5CZ,1.124
2020-03-12,François Hollande,"RT @GlenatBD: Sorti le 12 février, «Leur République» de @fhollande est toujours dans le top 3 des livres jeunesse et va bénéficier d'un nou…",1.124
2020-03-12,Emmanuel Macron,"Les transports publics seront maintenus, car les arrêter ce serait tout bloquer, y compris la possibilité de se soi… https://t.co/RQyngYrDgI",1.124
2020-03-11,Emmanuel Macron,"RT @Elysee: EN DIRECT | Première Journée nationale d'hommage aux victimes du terrorisme : suivez la cérémonie.
https://t.co/FWFEUE5a6d",1.1336
2020-03-11,François Hollande,"RT @FENVAC: Jean-Michel ROLLOT, Président de @FENVAC, s’est vu remettre la médaille de reconnaissance aux victimes du terrorisme par @fholl…",1.1336
2020-03-11,Emmanuel Macron,Les terroristes tuent de manière aveugle et cherchent à supprimer jusqu’aux traces même des existences fauchées. À… https://t.co/lrQvaq0gYU,1.1336
2020-03-11,Emmanuel Macron,"Nous ne renoncerons à rien.
Surtout pas à rire, à chanter, à penser, à aimer.
Surtout pas aux terrasses, aux salles… https://t.co/5zqc8noixA",1.1336
2020-03-10,Emmanuel Macron,"Merci à tous les SAMU de France, tous les soignants : étudiants en médecine, réservistes, retraités qui reviennent… https://t.co/NVz9j4QSnb",1.139
2020-03-10,Emmanuel Macron,Nous sommes préparés. https://t.co/DV436wpPQ0,1.139
2020-03-10,Emmanuel Macron,"Face au Coronavirus, ne laissons aucune place à la spéculation et à l’instabilité. L’Europe devra faire tout ce qui… https://t.co/aheHSSvt8C",1.139
2020-03-09,Emmanuel Macron,"Avec Brigitte, aux côtés des équipes du @CafeJoyeux, qui s'ouvre à tous les ""cœurs ouverts à l'inconnu"" de la plus… https://t.co/X1fN4OhX5O",1.1456
2020-03-09,Emmanuel Macron,"Pour faire face au Covid-19, l’union fait la force. J’appelle nos partenaires européens à une action urgente pour c… https://t.co/pBLwzWxWVo",1.1456
2020-03-06,Emmanuel Macron,RT @Elysee: Protéger les Français. https://t.co/AVZ1Rsv2H8,1.1336
2020-03-06,Emmanuel Macron,"Protéger les Français, c'est aussi être aux côtés des plus vulnérables et de celles et ceux qui les accompagnent au… https://t.co/OFmMgqZWhj",1.1336
2020-03-06,François Hollande,RT @GpeSocUniv: Merci à vous Monsieur le Président @fhollande pour cette conférence exceptionnelle ! C'est un immense honneur pour nous que…,1.1336
2020-03-05,François Hollande,RT @DominikAbbas: Assas déchaînée pour M. le Président @fhollande qui a honoré ce soir le @GpeSocUniv et @AssasInsolent de deux heures d'éc…,1.1187
2020-03-05,Emmanuel Macron,"Je salue la décision historique du Président @AOuattara_PRCI, homme de parole et homme d’État, de ne pas se présent… https://t.co/4hpLhnRgaP",1.1187
2020-03-05,Emmanuel Macron,Chercheurs des secteurs public et privé unissent leurs forces contre le Coronavirus. Je m’assurerai qu’ils aient à… https://t.co/OqirWG1HV3,1.1187
2020-03-05,François Hollande,RT @GpeSocUniv: On vous avait prévenu : le plus grand amphithéâtre universitaire de France est plein à craquer 🌹 #GSU #VeniVidiVici https:/…,1.1187
2020-03-05,François Hollande,Merci aux étudiants d’@AssasParis2 pour leur accueil chaleureux ce soir et au @GpeSocUniv pour l’organisation de ce… https://t.co/VlkycgZWcb,1.1187
2020-03-05,François Hollande,RT @DiataResonantes: Mon portrait pour le #20hlemag de @TF1 @TF1LeJT Merci à Marie Croccel 🙏🏾,1.1187
2020-03-04,Emmanuel Macron,"Excellent discussion with @realDonaldTrump. To better deal with Covid-19, we are ready to coordinate our scientific… https://t.co/OvYoDJSWLh",1.1125
2020-03-04,Emmanuel Macron,"Excellente discussion avec @realDonaldTrump. Pour mieux agir face au Covid-19, prêts à coordonner notre réponse en… https://t.co/bBDSOtpKXf",1.1125
2020-03-04,Emmanuel Macron,"Face au Coronavirus, nous nous sommes réunis en Conseil de défense, déterminés à protéger les Français. Je veillera… https://t.co/xcwx5XzC2f",1.1125
2020-03-04,François Hollande,"RT @radioclassique: François Hollande invité de la matinale de @guillaum_durand sur @radioclassique 

Rendez-vous à 8h15 ! https://t.co/Fy2…",1.1125
2020-03-04,François Hollande,"RT @3615popopop: 16h dans #Popopop 💥

Le 7ème Président de la Vème République. Francois Hollande vient nous expliquer « Leur République » a…",1.1125
2020-03-03,Emmanuel Macron,RT @Elysee: EN DIRECT | Coronavirus COVID-19 : le Président @EmmanuelMacron est au centre de crise du ministère des Solidarités et de la Sa…,1.1117
2020-03-03,Emmanuel Macron,Nous réquisitionnons tous les stocks et la production de masques de protection. Nous les distribuerons aux professi… https://t.co/y4oI90uoAj,1.1117
2020-03-02,François Hollande,"Très heureux d’avoir reçu l’ancien président @LulaOficial, @dilmabr et @Haddad_Fernando aujourd’hui à Paris. Nous a… https://t.co/kpxWoIEjkW",1.1122
2020-03-02,François Hollande,"RT @LulaOficial: Almoço com o ex-presidente da França, @fhollande. Conversamos muito sobre a conjuntura no Brasil e na França e as tarefas…",1.1122
2020-02-28,,,1.0977
2020-02-27,Emmanuel Macron,Mobilisation remarquable des personnels de santé pour faire face au coronavirus. Merci. Je reviendrai à vos côtés.,1.0964
2020-02-27,Emmanuel Macron,"RT @Elysee: Combat du siècle, un agenda en matière de climat et de biodiversité très important en 2020 : https://t.co/SbV7K8B5Pd",1.0964
2020-02-27,Emmanuel Macron,"Toutes les informations pour faire face au coronavirus, adopter les gestes simples et réduire les risques :
https://t.co/iuP8oSQgF5",1.0964
2020-02-26,,,1.0875
2020-02-25,,,1.084
2020-02-24,François Hollande,"RT @LaFrancesengage: Il y a quelques jours, @LaFrancesengage rendait visite à @lechoixdelecole 📽️Retour en images sur cette visite où @fhol…",1.0818
2020-02-21,Emmanuel Macron,La République pleure ce jour un de ses serviteurs les plus passionnés. Michel Charasse s’en est allé. L’esprit de s… https://t.co/W9HNVCMVTw,1.0801
2020-02-21,Emmanuel Macron,"Durant deux jours, nous avons défendu la politique agricole commune, un levier important de la transition environne… https://t.co/viKRcNTJ61",1.0801
2020-02-20,François Hollande,"RT @LCI: 🗣@fhollande sur les violences   : 

""On n'a pas droit à la violence, elle ne fait pas partie du pacte républicain"" 

📺 @EliMartich…",1.079
2020-02-20,Emmanuel Macron,Une immense tristesse et mon plein soutien à l’Allemagne face à cette attaque tragique. Nos pensées vont aux victim… https://t.co/shcWwfdBfI,1.079
2020-02-20,Emmanuel Macron,"Monument du journalisme, éclaireur de la gauche, Jean Daniel est mort. La France perd une conscience, de ces hommes… https://t.co/6taszesJe1",1.079
2020-02-20,François Hollande,"RT @LCI: 🗣@fhollande  : 

""Dans une démocratie, on doit accepter la contradiction, mais il y a des formes qu'il convient de respecter (...)…",1.079
2020-02-20,François Hollande,"RT @LCI: 🗣@fhollande sur la République : 

""La plus grande menace pour la République aujourd'hui, c'est que les citoyens finissent par s'él…",1.079
2020-02-20,François Hollande,"RT @LCI: 🗣@fhollande sur les fusillades en #Allemagne : 

""Depuis plusieurs années, il y a un terrorisme d'extrême droite qui a hélas, pu a…",1.079
2020-02-20,François Hollande,"RT @LCI: L'INTERVIEW POLITIQUE - François Hollande (@fhollande) est l'invité exceptionnel d'Elizabeth Martichoux (@EliMartichoux), maintena…",1.079
2020-02-20,François Hollande,"Jean Daniel était une conscience. Une conscience pour la paix, pour l’indépendance des peuples, pour la gauche. Il… https://t.co/gMIzs4dY6J",1.079
2020-02-20,François Hollande,"RT @LCI: 🗣@fhollande sur la réforme des #retraites : 

""Le gouvernement doit laisser du temps au débat, c'est la meilleure façon de lever l…",1.079
2020-02-19,Emmanuel Macron,RT @Elysee: Le « séparatisme » c’est ne plus respecter les lois et règles de la République au nom d’une religion ou d’une influence extérie…,1.08
2020-02-19,François Hollande,"RT @LCI: 📌RDV📌

Demain, à 8h30, François HOLLANDE (@fhollande) ancien président de la République, sera l'invité d'@EliMartichoux 

Il revie…",1.08
2020-02-18,,,1.0816
2020-02-17,Emmanuel Macron,"L’écologie est le combat du siècle.
https://t.co/fdaypHJ4oz https://t.co/P0ydAVV8HW",1.0835
2020-02-14,François Hollande,"RT @cliquetv: ""Les conflits, le climat, la liberté… La France n’agit pas suffisamment dans le monde.""

@fhollande est dans #CLIQUE, mainten…",1.0842
2020-02-14,François Hollande,"RT @cliquetv: ""Pourquoi nous ne pouvons pas afficher nos croyances à l’école ?""

Cette semaine, l'ancien président de la République @fholla…",1.0842
2020-02-14,François Hollande,"RT @cliquetv: ""Questions très simples : qu'est-ce qui va ? qu'est-ce qui va pas ?""

Clique x @fhollande
Ce soir à 19h55, en clair sur @cana…",1.0842
2020-02-14,François Hollande,"RT @cliquetv: ""Quand on vit dans une république et en démocratie, c’est que ça va quand même mieux qu’ailleurs.""

@fhollande est dans #CLIQ…",1.0842
2020-02-14,François Hollande,"RT @cliquetv: ""Je ne me suis pas endormi cette nuit-là.""

@fhollande raconte sa nuit du 13 novembre 2015, dans #CLIQUE, maintenant en clair…",1.0842
2020-02-14,François Hollande,"RT @cliquetv: ""Si rien n'est proposé, le dépit, la révolte, ou l’indifférence peuvent conduire à la victoire de l’extrême droite en 2022. Ç…",1.0842
2020-02-13,Emmanuel Macron,RT @Elisabeth_Borne: Le président de la République a acté aujourd’hui la protection renforcée du #MontBlanc face aux excès des activités hu…,1.0867
2020-02-13,Emmanuel Macron,RT @Elysee: EN DIRECT | Lancement de l'Office français de la biodiversité : suivez le discours du Président @EmmanuelMacron. https://t.co/j…,1.0867
2020-02-13,François Hollande,"RT @GlenatBD: Maureen Dor, directrice de la collection ""Quand ca va, quand ca va pas"" publiée chez Glénat Jeunesse, raconte la genèse du li…",1.0867
2020-02-13,François Hollande,"RT @infofrance2: Propos de #Macron sur ""les amateurs"" : ""En politique, il est quand même préférable de savoir de quoi on parle, de savoir q…",1.0867
2020-02-13,François Hollande,"RT @infofrance2: #ReformeRetraites : ""Le mieux serait sans doute de redonner aux Français les explications et les garanties. Aujourd'hui, i…",1.0867
2020-02-13,François Hollande,"RT @infofrance2: #Mila : ""La laïcité, c'est ce qui permet la liberté de conscience. Mila avait parfaitement le droit de critiquer la religi…",1.0867
2020-02-13,François Hollande,"RT @infofrance2: ""L'idée de ce livre est d'expliquer la République aux enfants en apportant mon expérience de l'intérieur.""

🗨 @FHollande d…",1.0867
2020-02-13,Emmanuel Macron,"Mer de Glace, 1910-2020. 
Voilà pour quoi nous nous battons. https://t.co/BVr99M7UjZ",1.0867
2020-02-12,François Hollande,"RT @Qofficiel: ""La France est-elle devenue un régime autoritaire ?"" 
Réponse de l'ancien président de la République @fhollande sur le plate…",1.0914
2020-02-12,Emmanuel Macron,"Nous allons protéger le Mont Blanc !
Des mesures concrètes.
Je serai dès demain chez vous. https://t.co/IEiWyrY1JH",1.0914
2020-02-12,François Hollande,RT @GuillaumeDaret: 📚L’ancien président publie un livre pour expliquer la République aux plus jeunes. Rdv demain avec @fhollande @GlenatBD…,1.0914
2020-02-12,François Hollande,RT @Qofficiel: .@fhollande est dans #Quotidien ce soir pour nous parler de son dernier livre sur la République expliquée aux jeunes. https:…,1.0914
2020-02-12,François Hollande,"RT @barnabelouche: Un grand merci au président @fhollande, un engagement fidèle auprès de @BSF_Inter depuis 2015 avec @LaFrancesengage 🙏",1.0914
2020-02-12,François Hollande,Échanges avec des jeunes lecteurs de @monquotidien. Ils sont venus de toute la France pour me poser des questions s… https://t.co/ZTZwnnDvKX,1.0914
2020-02-12,François Hollande,"RT @Qofficiel: 🔴 Ce soir dans #Quotidien, on reçoit : 

➤ L'ancien président de la République, François Hollande (@fhollande), pour son liv…",1.0914
2020-02-12,François Hollande,"RT @BSF_Inter: 📚 Un grand merci au Président @fhollande, engagé à nos côtés depuis 2015 avec @LaFrancesengage !",1.0914
2020-02-12,François Hollande,"RT @LVT_RTL: François Hollande auteur pour la jeunesse ! Après le succès des ""Leçons du pouvoir"", récit de ses 5 ans à l'Élysée, l'ancien C…",1.0914
2020-02-12,François Hollande,"Ce livre, c’est surtout un devoir. Qu’y a-t-il de plus important pour un ancien Président que de transmettre aux je… https://t.co/L7EqnNNQ8j",1.0914
2020-02-11,Emmanuel Macron,Détourner le regard en croisant une personne en situation de handicap est l’aveu de sa propre faiblesse. Tous mobil… https://t.co/9LSqddc25w,1.0901
2020-02-11,Emmanuel Macron,"RT @Elysee: EN DIRECT | Tous concernés, tous mobilisés : suivez la Conférence nationale du handicap, en présence du Président @EmmanuelMacr…",1.0901
2020-02-11,Emmanuel Macron,Aux personnes en situation de handicap : beaucoup je le sais reste à faire. Mais je vous fais une promesse : jamais… https://t.co/NCP83h8C6S,1.0901
2020-02-10,,,1.0951
2020-02-07,Emmanuel Macron,RT @Elysee: EN DIRECT | Discours du Président @EmmanuelMacron sur la stratégie de défense et de dissuasion depuis l’École militaire. https:…,1.0969
2020-02-07,François Hollande,"RT @Paris_Dauphine: [#Rencontre] Hier soir, Monsieur le Président @fhollande était l'invité de @TNDauphine et @dauphine_debat pour échanger…",1.0969
2020-02-06,,,1.1003
2020-02-05,Emmanuel Macron,"EN DIRECT | Déclaration avec le Président de la République argentine @alferdez.
https://t.co/UOnuzBbJaa",1.1023
2020-02-05,François Hollande,RT @lechoixdelecole: Déjeuner au collège de la Grange aux Belles à Paris avec @FHollande et les enseignants accompagnés par @lechoixdelecol…,1.1023
2020-02-05,François Hollande,"RT @lechoixdelecole: Visite de @FHollande ce matin au collège Marcel Cachin du Blanc-Mesnil où enseigne Margaux, accompagnée par @lechoixde…",1.1023
2020-02-05,François Hollande,RT @LaFrancesengage: 🎬 Clap de fin de la séquence d’échange entre @fhollande et les profs @lechoixdelecole #LaureatsFFE qui accompagne une…,1.1023
2020-02-04,Emmanuel Macron,"L’Europe n'est pas seulement un marché, c'est un socle de valeurs existentielles. On ne peut pas prendre la part d’… https://t.co/lGKq7hHLvo",1.1048
2020-02-04,Emmanuel Macron,"L’Europe est le meilleur moyen d’être nous-même en plus grand, respectueux de nos différences et d’appréhender ces… https://t.co/yU370BYeei",1.1048
2020-02-04,Emmanuel Macron,"Pour votre génération, bâtissons une mémoire européenne partagée. https://t.co/Xr9LWcnfBM",1.1048
2020-02-04,Emmanuel Macron,George Steiner nous a quittés hier. Nul mieux que lui n’a décrit la culture et l’esprit européens. Cette Europe des… https://t.co/TQdlMuq20F,1.1048
2020-02-04,Emmanuel Macron,"L’Europe est une aventure impossible, pensée par des rêveurs et portée par les peuples. Tous les cyniques ont toujo… https://t.co/Tp73GPPP9m",1.1048
2020-02-04,Emmanuel Macron,"Quand l'Europe bouge, elle entraîne les autres avec elle ! https://t.co/Zst3AnqryO",1.1048
2020-02-04,Emmanuel Macron,"À la jeune génération européenne : ne cédez à aucun vent mauvais, à aucun mensonge. Voyez loin, voyez large, voyez… https://t.co/L9pKcrlhWc",1.1048
2020-02-04,François Hollande,David Kessler a consacré sa vie à la culture sous toutes ses formes et à la création dans toutes ses dimensions. C’… https://t.co/sodFTaxF4B,1.1048
2020-02-04,Emmanuel Macron,"EN DIRECT | En Pologne, devant les étudiants de l’Université Jagellonne de Cracovie. https://t.co/YuTjea1XaK",1.1048
2020-02-03,Emmanuel Macron,"La France ne s’est jamais cachée sur le sujet du respect de l’État de droit. C’est un sujet européen, car il nous c… https://t.co/BmwxkFwPm4",1.1066
2020-02-03,Emmanuel Macron,On peut conjuguer l’attachement à sa patrie avec la volonté d’avoir une Europe forte qui défend cette souveraineté. https://t.co/c9guM9QkMq,1.1066
2020-02-03,Emmanuel Macron,"Nous savons les efforts que la Pologne, pays historiquement dépendant du charbon, va devoir faire pour réussir sa t… https://t.co/8lKItSvKPk",1.1066
2020-02-03,Emmanuel Macron,Les intérêts de sécurité et de stabilité de l’Europe sont pour la France une priorité absolue et la seule ligne de… https://t.co/EIbc07iLbW,1.1066
2020-02-03,Emmanuel Macron,"La France n’est ni pro-russe, ni anti-russe, elle est pro-européenne. Même si elle n’est pas dans l’Union européenn… https://t.co/j13D3C2kNR",1.1066
2020-02-03,Emmanuel Macron,Le but de l'Europe de la Défense ? Que les Polonaises et les Polonais puissent se dire : « le jour où je suis attaq… https://t.co/iIOf0B8eV2,1.1066
2020-02-03,Emmanuel Macron,"Nous devons tous regarder l'histoire en face, et chacun toute notre histoire, sans chercher à la détourner, à la ma… https://t.co/0wmcryjKrY",1.1066
2020-02-03,Emmanuel Macron,Avec @AndrzejDuda : la Pologne et la France ont devant elles beaucoup de projets et de défis. Je souhaite que cette… https://t.co/OmnxrppEBh,1.1066
2020-02-03,Emmanuel Macron,"RT @Elysee: EN DIRECT | Depuis Varsovie, déclaration du Président @EmmanuelMacron et du Président de la République de Pologne @AndrzejDuda.…",1.1066
2020-02-03,Emmanuel Macron,"RT @Elysee: EN DIRECT | Depuis Varsovie, conférence de presse du Président @EmmanuelMacron avec @MorawieckiM, Président du Conseil des mini…",1.1066
2020-01-31,Emmanuel Macron,Vous ne vous réveillerez pas demain matin avec des règles différentes pour votre quotidien. Pendant cette année de… https://t.co/LtnojyXxyD,1.1052
2020-01-31,Emmanuel Macron,"Plus que jamais nous avons besoin d’Europe. Face à la Chine ou aux États-Unis, face à la transition climatique, nou… https://t.co/91ksSHKk9J",1.1052
2020-01-31,François Hollande,"Très bonne journée dans notre beau département @Ardeche_07, au contact des vignerons, des élus et de la jeunesse. M… https://t.co/6bWrktqvVy",1.1052
2020-01-31,François Hollande,RT @wilfridpailhes: Déplacement de @fhollande dans le département @Ardeche_07 . L occasion d échanger avec le Président du Departement @Lau…,1.1052
2020-01-31,Emmanuel Macron,"À minuit, pour la première fois en 70 ans, un pays quittera l’Union européenne. C'est un signal d'alarme historique… https://t.co/18mDynplih",1.1052
2020-01-31,Emmanuel Macron,Nous devons bâtir avec le Royaume-Uni notre relation de demain. C'est tout l'objet de la négociation qui commence.… https://t.co/bYtzPuzI2H,1.1052
2020-01-31,Emmanuel Macron,"La campagne du Brexit en 2016 a été faite de mensonges, d’exagérations et de simplifications. Il faut à chaque inst… https://t.co/ulwVe33shx",1.1052
2020-01-31,Emmanuel Macron,"L'Europe ne pourra continuer d’avancer que si nous la réformons en profondeur pour la rendre plus souveraine, plus… https://t.co/J0G1sICjxG",1.1052
2020-01-31,Emmanuel Macron,"Face au choc du Brexit, l’Europe doit être plus forte et rester unie dans la négociation qui s’engage. Pour défendr… https://t.co/L0b84bLE7A",1.1052
2020-01-31,Emmanuel Macron,"C’est un jour triste. Mais c'est un jour qui doit nous conduire à procéder différemment, à bâtir une Union européen… https://t.co/1aOUXNEoKM",1.1052
2020-01-31,Emmanuel Macron,"Entre la France et le Royaume-Uni, c’est une histoire longue faite de sang, de liberté, de courage et de combats qu… https://t.co/zoJzKnIyNy",1.1052
2020-01-31,Emmanuel Macron,L'impact concret du Brexit pour vous : https://t.co/jkgRvkHhEw,1.1052
2020-01-31,Emmanuel Macron,On ne peut pas être à la fois dedans et dehors. Le peuple britannique a choisi de quitter l'Union européenne. Il n'… https://t.co/nYGmBb2ZmX,1.1052
2020-01-30,François Hollande,"À lire, le formidable ouvrage de @FlBuisson et @Dacos27, publié aujourd’hui et dont j’ai rédigé la préface avec bon… https://t.co/M4EkXJ4nhj",1.1029
2020-01-30,Emmanuel Macron,Réconcilier industrie et écologie. https://t.co/jFOgPB2p7U,1.1029
2020-01-30,Emmanuel Macron,"EN DIRECT | Avec les salariés de l’usine Saft, à Nersac, une entreprise qui a fait le choix de la France, de l’Euro… https://t.co/RIFGGlQEDT",1.1029
2020-01-29,Emmanuel Macron,"La Grèce et la France sont liées par une même vision stratégique, géopolitique de l'Europe et de la Méditerranée, d… https://t.co/EZevf949zz",1.1001
2020-01-29,Emmanuel Macron,RT @Elysee: EN DIRECT | Discours du Président @EmmanuelMacron au Conseil de Coordination des organisations arméniennes de France. https://t…,1.1001
2020-01-28,,,1.1005
2020-01-27,Emmanuel Macron,Ne rien céder à l’antisémitisme qui revient. https://t.co/cxq0xAm6SV,1.1025
2020-01-27,Emmanuel Macron,"Aujourd’hui encore, parce qu’ils sont nés juifs, des femmes, des hommes, des enfants sont insultés, méprisés, frapp… https://t.co/a4rNDmBSqD",1.1025
2020-01-27,Emmanuel Macron,J’appelle à ce que chacune et chacun apporte au Mémorial de la Shoah ses archives. Que ces carnets qui paraissent i… https://t.co/Juk0lI4d9B,1.1025
2020-01-27,Emmanuel Macron,"L’émotion, l’honneur d'avoir été parmi vous, témoins, passeurs de mémoire ce matin devant le mur des noms du… https://t.co/urTBDryLar",1.1025
2020-01-27,Emmanuel Macron,"RT @Elysee: EN DIRECT | 75 ans jour pour jour après la libération des camps de concentration d’Auschwitz-Birkenau, le Président @EmmanuelMa…",1.1025
2020-01-24,Emmanuel Macron,La France soutient l’organisation rapide d’une élection présidentielle libre et transparente. Nous respectons la so… https://t.co/YsLmDrYUww,1.1035
2020-01-24,Emmanuel Macron,Échange constructif avec @jguaido réélu à la présidence de l’@AsambleaVE. https://t.co/p0O0HOWCZt,1.1035
2020-01-23,Emmanuel Macron,"EN DIRECT | Commémoration du 75e anniversaire de libération du camp de concentration d’Auschwitz-Bikernau, depuis J… https://t.co/VdN1g15O4S",1.1091
2020-01-23,Emmanuel Macron,"Sur l'assassinat de Sarah Halimi, le Président de la République n'a pas à remettre en cause une décision de justice… https://t.co/xj4tO9ZkTs",1.1091
2020-01-23,François Hollande,"RT @LaFrancesengage: Et pour clore ce #JuryCollectif en beauté, une allocution de @fhollande venu remercier les jurés du #Concours2020 : « …",1.1091
2020-01-23,Emmanuel Macron,L’antisémitisme n’est pas seulement le problème des Juifs. C’est d’abord le problème des autres. Nous ne laisserons… https://t.co/dA8RijdZCH,1.1091
2020-01-23,Emmanuel Macron,L'Europe doit se tenir unie. Ne jamais oublier. Ne jamais se diviser. C'est aussi cela notre enseignement.… https://t.co/sUeZhL6i9Q,1.1091
